"filename", "language", "C++", "CMake", "Makefile", "JSON", "XML", "Log", "CMake Cache", "TypeScript", "Markdown", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/Postprocessor.cpp", "C++", 4, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 3
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/algorithms/TestAlgorithm.cpp", "C++", -22, 0, 0, 0, 0, 0, 0, 0, 0, -8, -12, -42
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/DeconvolutionStrategyFacade.cpp", "C++", -54, 0, 0, 0, 0, 0, 0, 0, 0, -5, -11, -70
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/DeconvolutionStrategyPair.cpp", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/ImageSplit.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 91
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/LabeledDeconvolutionExecutor.cpp", "C++", -107, 0, 0, 0, 0, 0, 0, 0, 0, -12, -26, -145
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/LabeledDeconvolutionStrategy.cpp", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 16, 2, 23
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/LabeledImageDeconvolutionStrategy.cpp", "C++", -168, 0, 0, 0, 0, 0, 0, 0, 0, -24, -43, -235
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/StandardDeconvolutionExecutor.cpp", "C++", -20, 0, 0, 0, 0, 0, 0, 0, 0, -7, -1, -28
"/home/lennart-k-hler/projects/dolphin/src/deconvolution/deconvolutionStrategies/StandardDeconvolutionStrategy.cpp", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, -2, 13
"/home/lennart-k-hler/projects/dolphin/src/hyperstack/HyperstackIO.cpp", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0
"/home/lennart-k-hler/projects/dolphin/tests/CMakeLists.txt", "CMake", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/home/lennart-k-hler/projects/dolphin/tests/README_fftw_multithreading.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 15, 56
"/home/lennart-k-hler/projects/dolphin/tests/README_fftw_size_decomposition.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 34, 111
"/home/lennart-k-hler/projects/dolphin/tests/backends/CMakeLists.txt", "CMake", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 16, 104
"/home/lennart-k-hler/projects/dolphin/tests/backends/openmp_test.cpp", "C++", 167, 0, 0, 0, 0, 0, 0, 0, 0, 29, 60, 256
"/home/lennart-k-hler/projects/dolphin/tests/fftw_multithreading_test.cpp", "C++", 154, 0, 0, 0, 0, 0, 0, 0, 0, 33, 50, 237
"/home/lennart-k-hler/projects/dolphin/tests/fftw_size_decomposition_test.cpp", "C++", 222, 0, 0, 0, 0, 0, 0, 0, 0, 50, 74, 346
"Total", "-", 1426, 386, 295, 1499, 198, 55, 30, 10, 122, 604, 779, 5404
